3.8 1.908e+01 
5.4 2.116e+01 
6.9 2.369e+01 
10.2 2.665e+01 
15.4 2.968e+01 
23.9 2.909e+01 
39.0 2.829e+01 
52.0 2.914e+01 
79.1 2.443e+01 
143.9 1.927e+01 
164.9 1.820e+01 
181.3 1.652e+01 
204.1 1.492e+01 
245.3 1.289e+01 
308.0 1.042e+01 
