         1.0088       0.025849      0.0132797    1.04109e+17
       0.994412      0.0341416    -0.00253295    1.04113e+17
        1.00511      0.0602501     0.00303564    1.04116e+17
        1.09972      0.0556018     0.00714303     1.0412e+17
        1.19944      0.0335119       0.011995    1.04123e+17
        1.09401      0.0420468    -0.00802066    1.04127e+17
        1.10843      0.0747491      0.0177226     1.0413e+17
        1.20603      0.0425298      0.0530355    1.04134e+17
        1.16859      0.0524604      0.0465525    1.04137e+17
        1.27949      0.0814646      0.0689289    1.04141e+17
        1.28576      0.0930412       0.061277    1.04144e+17
        1.28865      0.0756288      0.0671139    1.04148e+17
        1.29714      0.0557771      0.0557191    1.04151e+17
         1.2156      0.0468777      0.0509573    1.04154e+17
        1.12377      0.0566883       0.038791    1.04158e+17
        1.09491      0.0336837      0.0282646    1.04161e+17
        1.03459      0.0261669      0.0328421    1.04165e+17
       0.979721     0.00768515      0.0698033    1.04168e+17
       0.951712      0.0482201      0.0696767    1.04172e+17
       0.919803      0.0578245      0.0584998    1.04175e+17
        0.87913      0.0737975      0.0681357    1.04179e+17
       0.886839       0.093039      0.0625664    1.04182e+17
       0.922457       0.102238      0.0439494    1.04186e+17
       0.897984      0.0724612      0.0531167    1.04189e+17
       0.861424      0.0661419      0.0679976    1.04193e+17
       0.814217      0.0584095      0.0617737    1.04196e+17
       0.838878      0.0542786      0.0836874      1.042e+17
       0.873297      0.0568397      0.0873621    1.04203e+17
       0.858277      0.0614746       0.107268    1.04206e+17
       0.905636      0.0426097      0.0952937     1.0421e+17
        0.92292      0.0284543      0.0966216    1.04213e+17
       0.949711      0.0222577      0.0961861    1.04217e+17
         0.8588      0.0110282      0.0551808     1.0422e+17
         0.8546     0.00981278       0.031862    1.04224e+17
       0.975198    -0.00117539      0.0407773    1.04227e+17
       0.934731     -0.0122651      0.0269964    1.04231e+17
       0.994703     -0.0029089      0.0258619    1.04234e+17
       0.968019     0.00898276      0.0297367    1.04238e+17
       0.972439      0.0148195      0.0487031    1.04241e+17
       0.904033      0.0273549       0.029474    1.04245e+17
       0.924342      0.0226918      0.0264818    1.04248e+17
       0.936878      0.0257276      0.0222845    1.04251e+17
       0.940521      0.0197797      0.0155202    1.04255e+17
       0.939218      0.0147956    -0.00467577    1.04258e+17
       0.982446    -0.00282784     0.00829602    1.04262e+17
        1.02249    -0.00410947      0.0269307    1.04265e+17
       0.955735       0.012782     0.00770552    1.04269e+17
       0.979994      0.0248055     0.00444061    1.04272e+17
       0.991188      0.0340448      0.0149942    1.04276e+17
       0.917379      0.0251843      0.0167969    1.04279e+17
        0.87879      0.0340712        0.02159    1.04283e+17
       0.890508      0.0114527      0.0128045    1.04286e+17
       0.885453     0.00268431       0.024199     1.0429e+17
       0.920874      0.0208753      0.0221616    1.04293e+17
       0.967302      0.0450127      0.0128971    1.04297e+17
