        10.3804    2.61169e+10    3.20123e+11
         11.185    2.75835e+10    3.20123e+11
        12.0515     2.9817e+10    3.20123e+11
        12.9847    2.20285e+10    3.20123e+11
        13.9897    2.17531e+10    3.20123e+11
        15.0718    2.72043e+10    3.20123e+11
        16.2369    1.92665e+10    3.20123e+11
        17.4913    1.84121e+10    3.20123e+11
        18.8416    1.39815e+10    3.20123e+11
         20.295    2.50374e+10    3.20123e+11
        21.8594    2.78187e+10    3.20123e+11
        23.5428    1.52125e+10    3.20123e+11
        25.3542    3.24637e+10    3.20123e+11
         27.303    1.37133e+10    3.20123e+11
        29.3994    2.00502e+10    3.20123e+11
        31.6542    1.91654e+10    3.20123e+11
        34.0789    2.52713e+10    3.20123e+11
        36.6859    2.35682e+10    3.20123e+11
        39.4883    3.37585e+10    3.20123e+11
        42.5003    2.44134e+10    3.20123e+11
        45.7369     2.5599e+10    3.20123e+11
        49.2139    8.52801e+09    3.20123e+11
        52.9483    1.49434e+10    3.20123e+11
        56.9582    2.31773e+10    3.20123e+11
        61.2627    1.58921e+10    3.20123e+11
        65.8822     3.3144e+10    3.20123e+11
        70.8382    2.36281e+10    3.20123e+11
        76.1534    1.73767e+10    3.20123e+11
        81.8521    2.15336e+10    3.20123e+11
        87.9597    3.50554e+10    3.20123e+11
         94.503    3.17661e+10    3.20123e+11
         101.51    3.44819e+10    3.20123e+11
        109.012    1.76437e+10    3.20123e+11
        117.038    2.76636e+10    3.20123e+11
        125.622    2.34949e+10    3.20123e+11
        134.799    1.99883e+10    3.20123e+11
        144.604      2.529e+10    3.20123e+11
        155.076    2.53939e+10    3.20123e+11
        166.252    1.59709e+10    3.20123e+11
        178.175     2.1477e+10    3.20123e+11
        190.886    2.41029e+10    3.20123e+11
         204.43    1.96728e+10    3.20123e+11
        218.853     3.3067e+10    3.20123e+11
        234.201    1.95133e+10    3.20123e+11
        250.524    3.28819e+10    3.20123e+11
        267.873    2.29573e+10    3.20123e+11
        286.299    1.14245e+10    3.20123e+11
        305.856    2.24114e+10    3.20123e+11
          326.6    1.77895e+10    3.20123e+11
        348.586    2.67981e+10    3.20123e+11
        371.874    2.80847e+10    3.20123e+11
        396.522    3.34195e+10    3.20123e+11
        422.593    2.15738e+10    3.20123e+11
        450.148    1.74316e+10    3.20123e+11
        479.252     8.4566e+09    3.20123e+11
         509.97    3.30658e+10    3.20123e+11
         542.37    1.78247e+10    3.20123e+11
         576.52    1.20467e+10    3.20123e+11
        612.491    1.68448e+10    3.20123e+11
        650.354    2.25401e+10    3.20123e+11
        690.185    1.97047e+10    3.20123e+11
        732.057    2.10876e+10    3.20123e+11
         776.05    2.57289e+10    3.20123e+11
        822.242     3.3496e+10    3.20123e+11
        870.715    3.36905e+10    3.20123e+11
        921.553    1.73821e+10    3.20123e+11
        974.843    3.03608e+10    3.20123e+11
        1030.67    2.55386e+10    3.20123e+11
        1089.14     2.3005e+10    3.20123e+11
        1150.32    1.89503e+10    3.20123e+11
        1214.34    1.17353e+10    3.20123e+11
        1281.27    1.41989e+10    3.20123e+11
        1351.24    2.01454e+10    3.20123e+11
        1424.34    2.56317e+10    3.20123e+11
        1500.69    2.88506e+10    3.20123e+11
         1580.4    1.83462e+10    3.20123e+11
        1663.59    2.29951e+10    3.20123e+11
        1750.39    3.35445e+10    3.20123e+11
        1840.92    3.30561e+10    3.20123e+11
        1935.32    3.13651e+10    3.20123e+11
        2033.72    3.67025e+10    3.20123e+11
        2136.27    1.55798e+10    3.20123e+11
        2243.12    4.11506e+10    3.20123e+11
        2354.41    1.94399e+10    3.20123e+11
        2470.32    2.44916e+10    3.20123e+11
           2591    1.64861e+10    3.20123e+11
        2716.63    3.16822e+10    3.20123e+11
        2847.39    2.37625e+10    3.20123e+11
        2983.46    2.69094e+10    3.20123e+11
        3125.05    2.40412e+10    3.20123e+11
        3272.34    3.11226e+10    3.20123e+11
        3425.56    2.30455e+10    3.20123e+11
        3584.91    3.40835e+10    3.20123e+11
        3750.63    1.87519e+10    3.20123e+11
        3922.94    1.79572e+10    3.20123e+11
         4102.1    2.02804e+10    3.20123e+11
        4288.35    2.25023e+10    3.20123e+11
        4481.96    2.19791e+10    3.20123e+11
         4683.2    2.16584e+10    3.20123e+11
        4892.36     1.8056e+10    3.20123e+11
